round,train_months,feature_count,pr_auc,roc_auc,top3_rows,precision_at_top3,top3_avg_future_return_1m,top3_avg_future_return_2m,top3_avg_future_return_3m,top3_avg_future_max_return_1_3m,top3_hit30_rate,top3_hit40_rate,top3_hit50_rate,top3_hit100_rate,monthly_any_top3_hit30_rate,monthly_any_top3_hit50_rate,monthly_any_top3_hit100_rate,top5_rows,precision_at_top5,top5_avg_future_return_1m,top5_avg_future_return_2m,top5_avg_future_return_3m,top5_avg_future_max_return_1_3m,top5_hit30_rate,top5_hit40_rate,top5_hit50_rate,top5_hit100_rate,monthly_any_top5_hit30_rate,monthly_any_top5_hit50_rate,monthly_any_top5_hit100_rate,top10_rows,precision_at_top10,top10_avg_future_return_1m,top10_avg_future_return_2m,top10_avg_future_return_3m,top10_avg_future_max_return_1_3m,top10_hit30_rate,top10_hit40_rate,top10_hit50_rate,top10_hit100_rate,monthly_any_top10_hit30_rate,monthly_any_top10_hit50_rate,monthly_any_top10_hit100_rate
20,61,101,0.27882767738253184,0.8504549841328178,99,0.47474747474747475,0.2247475917198394,0.4224673119735128,0.446992457024272,0.6496660727635367,0.47474747474747475,0.42424242424242425,0.37373737373737376,0.20202020202020202,0.7878787878787878,0.6363636363636364,0.3939393939393939,165,0.4727272727272727,0.20735830602592,0.40045642128421016,0.47811099267421686,0.6584901604148093,0.47878787878787876,0.4303030303030303,0.37575757575757573,0.19393939393939394,0.8484848484848485,0.7272727272727273,0.5151515151515151,330,0.4212121212121212,0.14103982210559723,0.3010012637677756,0.44957711514809023,0.6106111031493776,0.4303030303030303,0.38484848484848483,0.32727272727272727,0.17272727272727273,0.8787878787878788,0.7575757575757576,0.5757575757575758
21,61,93,0.28002746129553835,0.8466175312901115,99,0.41414141414141414,0.17514181424844186,0.22877704144419386,0.330522070496149,0.5146600281357464,0.42424242424242425,0.40404040404040403,0.37373737373737376,0.1414141414141414,0.696969696969697,0.6666666666666666,0.36363636363636365,165,0.43636363636363634,0.14739801647700984,0.3160604938924773,0.4012036912134641,0.5776371157409618,0.44242424242424244,0.3878787878787879,0.3333333333333333,0.16363636363636364,0.8181818181818182,0.7272727272727273,0.5151515151515151,330,0.403030303030303,0.11130166601168616,0.24119157588089896,0.32794547259813533,0.4968297928137053,0.41515151515151516,0.35454545454545455,0.30303030303030304,0.14545454545454545,0.9090909090909091,0.7575757575757576,0.5757575757575758
22,61,103,0.28815739349815395,0.8534262466511704,99,0.47474747474747475,0.21041343244864077,0.47590055618472804,0.5437816273855307,0.733067105450227,0.48484848484848486,0.41414141414141414,0.36363636363636365,0.21212121212121213,0.7272727272727273,0.6363636363636364,0.3939393939393939,165,0.4727272727272727,0.1999099585905764,0.3755139615477633,0.4518821964522671,0.6436100013300943,0.47878787878787876,0.4303030303030303,0.37575757575757573,0.20606060606060606,0.8181818181818182,0.7575757575757576,0.5151515151515151,330,0.4303030303030303,0.1483376146618232,0.28882571784792255,0.3654504015142906,0.5353171882152203,0.43636363636363634,0.39090909090909093,0.3333333333333333,0.16363636363636364,0.8787878787878788,0.8181818181818182,0.6060606060606061
23,61,99,0.29357457703051354,0.8504982485819012,99,0.37373737373737376,0.1394570666759362,0.2361937596463133,0.3988675461694664,0.5439802948544439,0.40404040404040403,0.32323232323232326,0.30303030303030304,0.16161616161616163,0.6363636363636364,0.5757575757575758,0.36363636363636365,165,0.3878787878787879,0.16023859665847281,0.2457354584193188,0.3712225906243727,0.5286336767631001,0.4121212121212121,0.3575757575757576,0.3090909090909091,0.1696969696969697,0.7575757575757576,0.696969696969697,0.48484848484848486,330,0.40606060606060607,0.13689828807008758,0.24971280688835837,0.40275570223062773,0.5524048195586453,0.4212121212121212,0.36363636363636365,0.30303030303030304,0.1606060606060606,0.8787878787878788,0.7878787878787878,0.6666666666666666
24,61,104,0.2862461553969876,0.8502463642703825,99,0.40404040404040403,0.17281423721727882,0.4519111286185337,0.6774113325409019,0.8667278734941698,0.41414141414141414,0.37373737373737376,0.3333333333333333,0.1919191919191919,0.6666666666666666,0.5757575757575758,0.42424242424242425,165,0.44242424242424244,0.18399063639130192,0.3770311744321357,0.5739457962692889,0.7532989165930453,0.45454545454545453,0.4,0.3575757575757576,0.20606060606060606,0.7878787878787878,0.696969696969697,0.48484848484848486,330,0.41818181818181815,0.14050431350944198,0.27639718820010056,0.42499502352322216,0.5930785643854224,0.4303030303030303,0.38181818181818183,0.3242424242424242,0.1606060606060606,0.8787878787878788,0.8181818181818182,0.6060606060606061
25,61,103,0.3014243070589554,0.8534511018586615,99,0.43434343434343436,0.2388331834531079,0.45903195822908066,0.5291138029329305,0.7406954869248552,0.4444444444444444,0.3838383838383838,0.35353535353535354,0.24242424242424243,0.7272727272727273,0.6060606060606061,0.45454545454545453,165,0.43636363636363634,0.19572826824749068,0.41682468990963495,0.4923926395864111,0.6836870764245719,0.45454545454545453,0.3939393939393939,0.3696969696969697,0.2,0.7575757575757576,0.696969696969697,0.45454545454545453,330,0.4575757575757576,0.14822875125907248,0.31403705370835716,0.45248202730962306,0.6159220960446479,0.4727272727272727,0.41818181818181815,0.34545454545454546,0.17272727272727273,0.8787878787878788,0.8181818181818182,0.6060606060606061
26,61,100,0.2864097804198614,0.851202661550245,99,0.43434343434343436,0.13944589274585734,0.22928791431917475,0.3134678065868845,0.4798949973804249,0.4444444444444444,0.3838383838383838,0.3434343434343434,0.16161616161616163,0.6666666666666666,0.6060606060606061,0.3939393939393939,165,0.42424242424242425,0.14548988629205137,0.21829397736288153,0.2966699471932544,0.4653753586239123,0.4303030303030303,0.37575757575757573,0.3333333333333333,0.1696969696969697,0.8181818181818182,0.696969696969697,0.48484848484848486,330,0.4121212121212121,0.12456879366653242,0.2746290273607945,0.40597232405758815,0.567870944905201,0.41818181818181815,0.37575757575757573,0.32727272727272727,0.16666666666666666,0.8787878787878788,0.7878787878787878,0.6060606060606061
27,61,97,0.27467602783195116,0.8479859333728575,99,0.4444444444444444,0.18424998242182053,0.42894860927457507,0.5228593620685847,0.7066931134920326,0.46464646464646464,0.3939393939393939,0.3434343434343434,0.18181818181818182,0.7272727272727273,0.5454545454545454,0.36363636363636365,165,0.43636363636363634,0.1360654339627864,0.34594473761523625,0.5445099318276292,0.7038226019681731,0.4484848484848485,0.4,0.3393939393939394,0.17575757575757575,0.7878787878787878,0.696969696969697,0.48484848484848486,330,0.42424242424242425,0.1349051825519409,0.2761290208670157,0.43537061993487686,0.596016919723622,0.4303030303030303,0.3939393939393939,0.3333333333333333,0.16666666666666666,0.8484848484848485,0.8181818181818182,0.6060606060606061
28,61,102,0.29171564284104295,0.8530814967292459,99,0.3939393939393939,0.10882636788008189,0.3107712827254075,0.4094402955310656,0.5658120339365912,0.40404040404040403,0.36363636363636365,0.32323232323232326,0.15151515151515152,0.696969696969697,0.6363636363636364,0.36363636363636365,165,0.43636363636363634,0.16463776781255485,0.3638866767106859,0.44220459389319455,0.6144052783466661,0.44242424242424244,0.40606060606060607,0.3696969696969697,0.18787878787878787,0.7878787878787878,0.7272727272727273,0.5151515151515151,330,0.42424242424242425,0.13627125765361345,0.27833018111824803,0.38171261610389695,0.5523914383893149,0.4303030303030303,0.3787878787878788,0.3242424242424242,0.1696969696969697,0.8181818181818182,0.7575757575757576,0.6060606060606061
29,61,100,0.2845768801302948,0.8514574683971499,99,0.48484848484848486,0.2236154961645468,0.40650045089773906,0.722135109688704,0.9039383544453804,0.494949494949495,0.42424242424242425,0.3838383838383838,0.26262626262626265,0.8181818181818182,0.6666666666666666,0.5151515151515151,165,0.4484848484848485,0.1858128905652413,0.39280054336816494,0.6322851501131077,0.8098960848270103,0.45454545454545453,0.3939393939393939,0.34545454545454546,0.23030303030303031,0.8787878787878788,0.7272727272727273,0.5757575757575758,330,0.42727272727272725,0.13953206348083663,0.2967669420622818,0.4528301926785387,0.6151435771460845,0.4393939393939394,0.3939393939393939,0.3333333333333333,0.17272727272727273,0.8787878787878788,0.7878787878787878,0.6060606060606061
30,61,101,0.28945352986517997,0.8508570375990459,99,0.41414141414141414,0.17979660788589355,0.3719373596988736,0.4291465273977625,0.6408578257067906,0.42424242424242425,0.37373737373737376,0.3434343434343434,0.20202020202020202,0.7575757575757576,0.6666666666666666,0.45454545454545453,165,0.44242424242424244,0.16980854226752085,0.32071619799336365,0.38559843465863963,0.5803745142233554,0.4484848484848485,0.4,0.3575757575757576,0.17575757575757575,0.7878787878787878,0.696969696969697,0.5151515151515151,330,0.41818181818181815,0.13962063743805259,0.26517640477483145,0.35131431794465334,0.5269007379021412,0.42424242424242425,0.38181818181818183,0.3212121212121212,0.16363636363636364,0.9090909090909091,0.8181818181818182,0.5757575757575758
31,61,98,0.2930240592433107,0.853207957839887,99,0.47474747474747475,0.22110484560379876,0.5187617301260384,0.7736123508901759,0.9601952585724485,0.48484848484848486,0.42424242424242425,0.3838383838383838,0.21212121212121213,0.7272727272727273,0.6363636363636364,0.45454545454545453,165,0.45454545454545453,0.18087137460384634,0.4194658018605536,0.6578178700740751,0.8282665562163103,0.46060606060606063,0.4121212121212121,0.38181818181818183,0.21212121212121213,0.7878787878787878,0.696969696969697,0.5454545454545454,330,0.42424242424242425,0.13132252918311804,0.2973615040596577,0.4480183573804892,0.6085155485060023,0.43333333333333335,0.38484848484848483,0.3242424242424242,0.17575757575757575,0.8484848484848485,0.7575757575757576,0.6060606060606061
32,61,96,0.3012515884467385,0.8524040694147493,99,0.4444444444444444,0.1711781881747005,0.3710031185231935,0.44403914746403905,0.620262187433735,0.45454545454545453,0.40404040404040403,0.36363636363636365,0.18181818181818182,0.7575757575757576,0.5757575757575758,0.3939393939393939,165,0.46060606060606063,0.15267158032208156,0.3526551830167707,0.47114389177614524,0.6534796309898712,0.4666666666666667,0.4121212121212121,0.36363636363636365,0.18787878787878787,0.8484848484848485,0.7272727272727273,0.5454545454545454,330,0.4121212121212121,0.10905528363000745,0.2630162812118776,0.39777390621346476,0.565930413441715,0.4212121212121212,0.37272727272727274,0.3242424242424242,0.15454545454545454,0.9090909090909091,0.8484848484848485,0.6060606060606061
33,61,98,0.29170855934423995,0.8518333829253901,99,0.4444444444444444,0.18003230174321683,0.4159829564560917,0.5253414055591942,0.6881243501861779,0.45454545454545453,0.3939393939393939,0.36363636363636365,0.21212121212121213,0.7575757575757576,0.6363636363636364,0.42424242424242425,165,0.44242424242424244,0.16185364197613902,0.3490257356514473,0.5764645890758371,0.7333403469672246,0.45454545454545453,0.4,0.36363636363636365,0.18787878787878787,0.8484848484848485,0.7272727272727273,0.5454545454545454,330,0.42424242424242425,0.14314705144033363,0.296397871373857,0.4252937292662379,0.5983862791948543,0.43333333333333335,0.38181818181818183,0.3242424242424242,0.16666666666666666,0.9090909090909091,0.7878787878787878,0.5757575757575758
34,61,102,0.2866876351650639,0.8524347970064279,99,0.45454545454545453,0.21705233194000473,0.352378295847549,0.5425070007886946,0.7045841487585348,0.46464646464646464,0.42424242424242425,0.3939393939393939,0.23232323232323232,0.6666666666666666,0.6060606060606061,0.45454545454545453,165,0.4484848484848485,0.186382961195685,0.293164257356243,0.43271937347703066,0.5902882149870983,0.45454545454545453,0.41818181818181815,0.3696969696969697,0.2,0.7878787878787878,0.696969696969697,0.48484848484848486,330,0.4121212121212121,0.13464850793146943,0.29731004970426744,0.4528439645620933,0.6073090696538346,0.42727272727272725,0.3787878787878788,0.3333333333333333,0.17272727272727273,0.8484848484848485,0.7878787878787878,0.6363636363636364
