pr_auc,roc_auc,top3_rows,precision_at_top3,top3_avg_future_return_1m,top3_avg_future_return_2m,top3_avg_future_return_3m,top3_avg_future_max_return_1_3m,top3_hit30_rate,top3_hit40_rate,top3_hit50_rate,top3_hit100_rate,monthly_any_top3_hit30_rate,monthly_any_top3_hit50_rate,monthly_any_top3_hit100_rate,top5_rows,precision_at_top5,top5_avg_future_return_1m,top5_avg_future_return_2m,top5_avg_future_return_3m,top5_avg_future_max_return_1_3m,top5_hit30_rate,top5_hit40_rate,top5_hit50_rate,top5_hit100_rate,monthly_any_top5_hit30_rate,monthly_any_top5_hit50_rate,monthly_any_top5_hit100_rate,top10_rows,precision_at_top10,top10_avg_future_return_1m,top10_avg_future_return_2m,top10_avg_future_return_3m,top10_avg_future_max_return_1_3m,top10_hit30_rate,top10_hit40_rate,top10_hit50_rate,top10_hit100_rate,monthly_any_top10_hit30_rate,monthly_any_top10_hit50_rate,monthly_any_top10_hit100_rate,model,target,train_rows,valid_rows,test_rows,feature_count
0.29512627443297784,0.8506994586008191,99,0.47474747474747475,0.15009701289166255,0.30921674903800145,0.41721770181174717,0.584958705645896,0.48484848484848486,0.41414141414141414,0.3838383838383838,0.1717171717171717,0.7878787878787878,0.6363636363636364,0.42424242424242425,165,0.45454545454545453,0.14016020583329933,0.36677340829727323,0.4863637738013627,0.649099568780555,0.46060606060606063,0.4121212121212121,0.36363636363636365,0.16363636363636364,0.8484848484848485,0.7272727272727273,0.5151515151515151,330,0.43333333333333335,0.1293326396645361,0.2801336376235945,0.4233159595625478,0.5868813424431976,0.44242424242424244,0.3878787878787879,0.3181818181818182,0.1606060606060606,0.9090909090909091,0.7878787878787878,0.5454545454545454,reference_downweighted_xgb_classifier,label_boom30_top10_1_3m,35578,12468,17424,109
